ComplaintID,CustomerID,ComplaintDate,Channel,ComplaintText,Category,ResolutionTime,Resolved,SatisfactionScore
8280,61,2023-04-23,Social Media,The support agent was rude.,Customer Support,61,Yes,3
8281,93,2024-03-03,Chat,Package arrived damaged.,Delivery Delay,14,Yes,3
8282,27,2023-01-01,Chat,I want to return my order but the process is difficult.,Returns,37,Yes,3
8283,126,2023-09-23,Email,Tracking number doesn't work.,Delivery Delay,14,Yes,2
8284,145,2024-05-05,Social Media,No response to my email.,Customer Support,53,Yes,1
8285,60,2023-07-27,Chat,The support agent was rude.,Customer Support,84,No,2
8286,170,2024-09-13,Social Media,The support agent was rude.,Customer Support,93,Yes,1
8287,47,2024-12-12,Chat,Website is not user-friendly.,Customer Support,64,Yes,2
8288,112,2025-08-09,Social Media,Tracking number doesn't work.,Delivery Delay,43,Yes,1
8289,87,2024-01-04,Social Media,Payment did not go through.,Payment,20,Yes,2
8290,181,2023-11-02,Chat,No response to my email.,Customer Support,77,Yes,2
8291,109,2023-01-12,Chat,Couldn't get through to customer support.,Customer Support,54,No,1
8292,149,2023-12-11,Social Media,No response to my email.,Customer Support,70,Yes,3
8293,136,2024-04-09,Chat,Repeated issues with the same problem.,Customer Support,33,Yes,1
8294,73,2024-11-30,Social Media,The product quality is poor.,Product Quality,31,Yes,3
8295,122,2024-10-27,Chat,Long waiting time for assistance.,Customer Support,74,Yes,2
8296,97,2024-05-08,Chat,No response to my email.,Customer Support,78,Yes,2
8297,186,2024-01-03,Chat,Package arrived damaged.,Delivery Delay,15,Yes,2
8298,68,2025-04-25,Email,I want to return my order but the process is difficult.,Returns,44,Yes,1
8299,63,2025-07-25,Chat,Payment did not go through.,Payment,20,Yes,2
8300,187,2024-02-24,Chat,The product quality is poor.,Product Quality,45,Yes,3
8301,82,2025-06-07,Social Media,Received the wrong item.,Delivery Delay,56,Yes,3
8302,30,2025-03-01,Chat,Refund has not been processed.,Payment,9,Yes,1
8303,25,2023-06-20,Chat,Repeated issues with the same problem.,Payment,49,Yes,2
8304,121,2023-05-14,Social Media,I want to return my order but the process is difficult.,Returns,29,Yes,2
8305,97,2025-08-22,Chat,Website is not user-friendly.,Returns,62,Yes,3
8306,99,2024-03-02,Social Media,Long waiting time for assistance.,Customer Support,88,Yes,2
8307,106,2023-01-25,Chat,The product quality is poor.,Product Quality,46,Yes,3
8308,56,2024-06-13,Social Media,Package arrived damaged.,Delivery Delay,61,Yes,1
8309,162,2023-07-09,Chat,Long waiting time for assistance.,Customer Support,60,Yes,3
8310,178,2023-05-21,Chat,The support agent was rude.,Customer Support,64,Yes,2
8311,130,2024-07-08,Social Media,Payment did not go through.,Payment,16,No,1
8312,53,2025-04-25,Chat,Couldn't get through to customer support.,Customer Support,81,Yes,1
8313,126,2025-03-06,Social Media,No response to my email.,Customer Support,72,Yes,2
8314,41,2024-10-19,Chat,No response to my email.,Customer Support,82,Yes,1
8315,23,2023-11-11,Chat,Long waiting time for assistance.,Customer Support,73,Yes,2
8316,189,2024-03-19,Chat,Website is not user-friendly.,Returns,41,No,2
8317,31,2023-11-15,Chat,I want to return my order but the process is difficult.,Returns,26,Yes,2
8318,194,2024-03-16,Phone,Long waiting time for assistance.,Customer Support,53,Yes,2
8319,2,2023-04-02,Social Media,Tracking number doesn't work.,Delivery Delay,36,Yes,2
8320,197,2023-06-28,Social Media,Payment did not go through.,Payment,12,Yes,1
8321,60,2023-02-25,Social Media,Package arrived damaged.,Delivery Delay,43,No,2
8322,78,2023-06-04,Chat,Long waiting time for assistance.,Customer Support,50,Yes,1
8323,23,2024-11-02,Chat,Long waiting time for assistance.,Customer Support,66,No,1
8324,185,2023-04-21,Phone,I was overcharged.,Other,54,No,3
8325,35,2023-05-17,Social Media,Website is not user-friendly.,Other,39,Yes,1
8326,1,2023-08-20,Chat,Refund has not been processed.,Payment,14,Yes,3
8327,105,2024-04-12,Chat,No response to my email.,Customer Support,95,Yes,3
8328,176,2025-01-01,Chat,I want to return my order but the process is difficult.,Returns,40,Yes,2
8329,49,2024-04-25,Chat,Received the wrong item.,Delivery Delay,62,Yes,2
8330,168,2023-03-09,Social Media,Couldn't get through to customer support.,Customer Support,65,Yes,2
8331,62,2025-03-24,Social Media,Received the wrong item.,Delivery Delay,3,Yes,2
8332,15,2023-09-06,Social Media,The product quality is poor.,Product Quality,44,Yes,1
8333,158,2023-11-19,Chat,Tracking number doesn't work.,Delivery Delay,40,Yes,2
8334,21,2025-07-10,Chat,No response to my email.,Customer Support,86,No,3
8335,136,2025-06-22,Email,The product quality is poor.,Product Quality,45,Yes,1
8336,135,2024-06-01,Chat,Couldn't get through to customer support.,Customer Support,82,No,2
8337,105,2025-03-02,Social Media,Payment did not go through.,Payment,5,No,1
8338,34,2024-03-07,Chat,No response to my email.,Customer Support,70,Yes,2
8339,121,2024-05-01,Social Media,The product quality is poor.,Product Quality,17,Yes,2
8340,192,2024-08-28,Social Media,Tracking number doesn't work.,Delivery Delay,59,Yes,1
8341,170,2024-03-04,Phone,Package arrived damaged.,Delivery Delay,63,Yes,3
8342,181,2023-09-26,Chat,My order hasn't arrived on time.,Delivery Delay,39,Yes,1
8343,96,2024-12-09,Chat,My order hasn't arrived on time.,Delivery Delay,46,Yes,1
8344,198,2024-06-20,Chat,Website is not user-friendly.,Other,46,Yes,3
8345,10,2023-05-28,Email,Website is not user-friendly.,Other,39,No,3
8346,90,2023-04-28,Chat,I want to return my order but the process is difficult.,Returns,34,No,1
8347,58,2025-04-29,Chat,Website is not user-friendly.,Customer Support,59,Yes,2
8348,109,2024-01-02,Social Media,Repeated issues with the same problem.,Other,47,Yes,2
8349,99,2025-04-29,Social Media,Refund has not been processed.,Payment,17,Yes,1
8350,109,2023-03-07,Chat,Website is not user-friendly.,Other,17,Yes,2
8351,132,2025-03-23,Email,No response to my email.,Customer Support,60,Yes,2
8352,89,2024-01-05,Email,Refund has not been processed.,Payment,3,No,1
8353,136,2023-06-24,Chat,Website is not user-friendly.,Other,18,Yes,2
8354,12,2025-04-10,Social Media,Long waiting time for assistance.,Customer Support,74,Yes,3
8355,118,2024-08-10,Social Media,Received the wrong item.,Delivery Delay,31,Yes,1
8356,88,2024-05-09,Chat,Repeated issues with the same problem.,Delivery Delay,15,No,1
8357,88,2023-04-24,Chat,Repeated issues with the same problem.,Other,4,Yes,3
8358,153,2023-04-21,Chat,The support agent was rude.,Customer Support,56,No,2
8359,155,2025-01-30,Chat,Refund has not been processed.,Payment,13,Yes,2
8360,130,2024-03-14,Social Media,Payment did not go through.,Payment,9,No,1
8361,73,2024-12-15,Social Media,I want to return my order but the process is difficult.,Returns,33,Yes,1
8362,183,2023-05-27,Social Media,Couldn't get through to customer support.,Customer Support,88,Yes,3
8363,186,2023-02-04,Social Media,Refund has not been processed.,Payment,17,Yes,1
8364,161,2023-11-05,Chat,The product quality is poor.,Product Quality,12,No,3
8365,83,2024-06-21,Email,The support agent was rude.,Customer Support,73,Yes,1
8366,177,2025-01-19,Chat,Received the wrong item.,Delivery Delay,6,Yes,1
8367,5,2023-01-14,Social Media,My order hasn't arrived on time.,Delivery Delay,48,Yes,3
8368,47,2024-01-09,Chat,Repeated issues with the same problem.,Payment,46,Yes,1
8369,24,2024-07-10,Chat,Received the wrong item.,Delivery Delay,14,Yes,3
8370,121,2024-03-03,Phone,Website is not user-friendly.,Other,64,Yes,3
8371,95,2024-12-28,Chat,I want to return my order but the process is difficult.,Returns,70,Yes,3
8372,172,2023-08-21,Chat,Repeated issues with the same problem.,Other,15,Yes,3
8373,196,2024-12-05,Social Media,The support agent was rude.,Customer Support,63,Yes,3
8374,142,2024-07-16,Social Media,The product quality is poor.,Product Quality,14,Yes,3
8375,164,2025-07-27,Chat,Refund has not been processed.,Payment,2,Yes,1
8376,51,2025-06-05,Email,Long waiting time for assistance.,Customer Support,65,Yes,1
8377,134,2024-12-26,Social Media,Received the wrong item.,Delivery Delay,44,Yes,2
8378,145,2024-10-24,Chat,The support agent was rude.,Customer Support,92,Yes,2
8379,82,2024-03-15,Social Media,Package arrived damaged.,Delivery Delay,59,Yes,2
8380,72,2024-05-16,Email,Refund has not been processed.,Payment,22,Yes,1
8381,51,2023-10-02,Social Media,No response to my email.,Customer Support,80,No,3
8382,52,2025-04-29,Social Media,I want to return my order but the process is difficult.,Returns,44,No,2
8383,12,2023-03-17,Social Media,No response to my email.,Customer Support,78,Yes,1
8384,81,2024-03-14,Chat,Repeated issues with the same problem.,Other,30,Yes,3
8385,95,2025-01-01,Chat,Couldn't get through to customer support.,Customer Support,89,Yes,1
8386,115,2025-05-09,Email,My order hasn't arrived on time.,Delivery Delay,33,Yes,1
8387,129,2025-08-13,Chat,I want to return my order but the process is difficult.,Returns,36,Yes,1
8388,11,2024-11-29,Chat,No response to my email.,Customer Support,53,Yes,3
8389,16,2023-10-16,Email,Website is not user-friendly.,Returns,17,Yes,2
8390,101,2025-07-03,Chat,Tracking number doesn't work.,Delivery Delay,44,Yes,2
8391,113,2024-06-23,Social Media,Couldn't get through to customer support.,Customer Support,90,Yes,3
8392,92,2025-06-09,Chat,I was overcharged.,Returns,32,Yes,2
8393,9,2024-11-22,Social Media,Website is not user-friendly.,Customer Support,67,Yes,2
8394,119,2023-09-10,Chat,No response to my email.,Customer Support,77,Yes,3
8395,123,2023-05-06,Phone,Received the wrong item.,Delivery Delay,49,Yes,1
8396,8,2023-06-26,Chat,Couldn't get through to customer support.,Customer Support,95,No,2
8397,25,2023-02-06,Social Media,Website is not user-friendly.,Other,34,Yes,2
8398,168,2024-02-14,Chat,Couldn't get through to customer support.,Customer Support,81,Yes,2
8399,195,2024-09-02,Chat,I want to return my order but the process is difficult.,Returns,48,No,1
8400,119,2024-09-01,Email,Repeated issues with the same problem.,Other,39,Yes,2
8401,151,2023-05-07,Social Media,The support agent was rude.,Customer Support,52,Yes,2
8402,190,2024-04-27,Chat,My order hasn't arrived on time.,Delivery Delay,13,Yes,2
8403,23,2023-06-17,Chat,My order hasn't arrived on time.,Delivery Delay,23,Yes,3
8404,44,2024-08-14,Chat,Website is not user-friendly.,Payment,56,Yes,1
8405,56,2023-10-21,Social Media,Website is not user-friendly.,Other,4,No,2
8406,196,2025-04-24,Chat,Couldn't get through to customer support.,Customer Support,72,Yes,3
8407,123,2024-09-29,Social Media,I was overcharged.,Other,10,Yes,2
8408,23,2023-12-09,Chat,Received the wrong item.,Delivery Delay,4,No,2
8409,9,2023-11-06,Social Media,I was overcharged.,Other,13,Yes,1
8410,4,2024-10-23,Social Media,Website is not user-friendly.,Delivery Delay,33,Yes,3
8411,162,2024-06-11,Social Media,Package arrived damaged.,Delivery Delay,69,No,2
8412,162,2024-06-23,Chat,Couldn't get through to customer support.,Customer Support,64,Yes,3
8413,121,2024-02-23,Chat,Payment did not go through.,Payment,18,Yes,1
8414,98,2024-03-19,Social Media,No response to my email.,Customer Support,49,Yes,3
8415,170,2024-11-15,Social Media,My order hasn't arrived on time.,Delivery Delay,46,Yes,1
8416,131,2024-07-11,Social Media,No response to my email.,Customer Support,87,Yes,3
8417,83,2025-04-19,Chat,Website is not user-friendly.,Payment,26,Yes,3
8418,34,2023-08-24,Chat,I want to return my order but the process is difficult.,Returns,51,Yes,3
8419,105,2024-03-14,Chat,Long waiting time for assistance.,Customer Support,66,Yes,1
8420,107,2023-08-02,Chat,The product quality is poor.,Product Quality,14,Yes,3
8421,43,2023-03-26,Phone,Couldn't get through to customer support.,Customer Support,50,Yes,2
8422,195,2025-03-04,Chat,My order hasn't arrived on time.,Delivery Delay,46,No,1
8423,165,2025-01-13,Email,Package arrived damaged.,Delivery Delay,2,Yes,2
8424,12,2023-03-26,Social Media,Website is not user-friendly.,Other,21,No,1
8425,16,2025-07-09,Social Media,Package arrived damaged.,Delivery Delay,16,Yes,2
8426,62,2024-05-03,Chat,The support agent was rude.,Customer Support,84,Yes,2
8427,17,2023-03-06,Social Media,Couldn't get through to customer support.,Customer Support,86,Yes,3
8428,15,2024-10-07,Social Media,Received the wrong item.,Delivery Delay,19,Yes,1
8429,26,2024-10-24,Social Media,Package arrived damaged.,Delivery Delay,65,Yes,1
8430,45,2024-09-18,Email,Website is not user-friendly.,Other,46,Yes,2
8431,130,2023-03-05,Social Media,Couldn't get through to customer support.,Customer Support,82,No,2
8432,145,2023-12-09,Social Media,Website is not user-friendly.,Returns,28,Yes,2
8433,65,2025-07-27,Social Media,Tracking number doesn't work.,Delivery Delay,71,Yes,3
8434,94,2025-05-24,Chat,The product quality is poor.,Product Quality,6,Yes,1
8435,30,2025-07-07,Email,Refund has not been processed.,Payment,19,No,1
8436,68,2023-12-18,Social Media,Refund has not been processed.,Payment,11,Yes,3
8437,106,2023-06-07,Social Media,Tracking number doesn't work.,Delivery Delay,15,Yes,1
8438,44,2024-08-11,Social Media,I was overcharged.,Other,50,Yes,1
8439,96,2024-05-05,Social Media,Couldn't get through to customer support.,Customer Support,86,Yes,2
8440,60,2024-10-19,Phone,Received the wrong item.,Delivery Delay,54,No,1
8441,1,2025-05-04,Phone,Repeated issues with the same problem.,Delivery Delay,6,Yes,1
8442,19,2024-04-07,Social Media,Website is not user-friendly.,Other,6,Yes,2
8443,33,2023-08-13,Email,Couldn't get through to customer support.,Customer Support,64,No,2
8444,164,2025-07-05,Email,The support agent was rude.,Customer Support,80,Yes,3
8445,91,2023-11-09,Social Media,Package arrived damaged.,Delivery Delay,16,Yes,2
8446,24,2024-09-06,Chat,Received the wrong item.,Delivery Delay,24,Yes,1
8447,83,2025-07-07,Chat,The support agent was rude.,Customer Support,94,No,1
8448,125,2025-05-08,Chat,Repeated issues with the same problem.,Delivery Delay,13,Yes,1
8449,153,2025-03-23,Social Media,Tracking number doesn't work.,Delivery Delay,3,Yes,2
8450,139,2025-07-28,Social Media,I want to return my order but the process is difficult.,Returns,54,Yes,3
8451,9,2024-04-10,Social Media,Refund has not been processed.,Payment,6,Yes,1
8452,6,2023-03-29,Social Media,Refund has not been processed.,Payment,17,Yes,3
8453,58,2025-06-01,Chat,No response to my email.,Customer Support,86,Yes,1
8454,100,2023-10-30,Email,Website is not user-friendly.,Other,6,Yes,1
8455,122,2024-11-10,Chat,The product quality is poor.,Product Quality,10,Yes,2
8456,101,2024-03-10,Email,Tracking number doesn't work.,Delivery Delay,30,Yes,2
8457,157,2024-11-12,Phone,Couldn't get through to customer support.,Customer Support,84,Yes,3
8458,11,2023-05-15,Chat,Tracking number doesn't work.,Delivery Delay,47,No,1
8459,151,2023-02-19,Chat,Couldn't get through to customer support.,Customer Support,77,No,2
8460,154,2024-03-07,Chat,Long waiting time for assistance.,Customer Support,52,Yes,1
8461,1,2023-12-06,Chat,I was overcharged.,Other,18,No,3
8462,81,2023-12-13,Chat,Tracking number doesn't work.,Delivery Delay,43,No,1
8463,175,2024-10-07,Chat,I want to return my order but the process is difficult.,Returns,62,No,3
8464,110,2023-12-13,Chat,Package arrived damaged.,Delivery Delay,28,Yes,1
8465,169,2024-10-10,Phone,Payment did not go through.,Payment,21,Yes,2
8466,151,2023-09-02,Chat,Long waiting time for assistance.,Customer Support,65,Yes,2
8467,100,2023-04-19,Chat,The product quality is poor.,Product Quality,5,Yes,3
8468,105,2025-04-04,Email,I was overcharged.,Customer Support,58,Yes,1
8469,133,2025-03-09,Chat,Couldn't get through to customer support.,Customer Support,84,Yes,2
8470,99,2024-06-16,Social Media,The product quality is poor.,Product Quality,31,Yes,3
8471,178,2023-03-31,Email,Received the wrong item.,Delivery Delay,17,Yes,2
8472,9,2023-10-23,Email,Tracking number doesn't work.,Delivery Delay,4,No,1
8473,132,2023-04-22,Chat,No response to my email.,Customer Support,92,Yes,3
8474,199,2025-03-23,Social Media,Website is not user-friendly.,Returns,61,Yes,1
8475,193,2024-08-11,Social Media,My order hasn't arrived on time.,Delivery Delay,67,Yes,2
8476,57,2023-06-26,Email,Received the wrong item.,Delivery Delay,54,Yes,1
8477,124,2023-12-09,Email,The support agent was rude.,Customer Support,77,No,2
8478,153,2024-10-21,Chat,Long waiting time for assistance.,Customer Support,52,Yes,1
8479,186,2023-04-11,Chat,Refund has not been processed.,Payment,15,Yes,2
8480,6,2025-01-27,Chat,No response to my email.,Customer Support,51,Yes,3
8481,142,2024-09-20,Social Media,My order hasn't arrived on time.,Delivery Delay,21,Yes,2
8482,63,2024-08-26,Social Media,I want to return my order but the process is difficult.,Returns,36,Yes,2
8483,118,2024-02-05,Chat,Tracking number doesn't work.,Delivery Delay,31,Yes,1
8484,65,2023-01-28,Chat,Payment did not go through.,Payment,20,Yes,1
8485,52,2025-07-25,Chat,I want to return my order but the process is difficult.,Returns,52,Yes,1
8486,65,2025-08-19,Chat,Couldn't get through to customer support.,Customer Support,57,Yes,3
8487,125,2024-06-20,Social Media,Package arrived damaged.,Delivery Delay,31,Yes,1
8488,100,2023-02-27,Chat,I was overcharged.,Other,64,No,1
8489,136,2024-05-12,Chat,My order hasn't arrived on time.,Delivery Delay,38,Yes,1
8490,96,2023-10-24,Social Media,Refund has not been processed.,Payment,7,Yes,2
8491,8,2023-05-14,Chat,Website is not user-friendly.,Customer Support,63,No,3
8492,14,2023-11-27,Chat,Payment did not go through.,Payment,15,No,1
8493,24,2023-09-06,Social Media,The product quality is poor.,Product Quality,43,Yes,2
8494,192,2024-07-03,Chat,Long waiting time for assistance.,Customer Support,65,Yes,2
8495,93,2025-06-20,Chat,Tracking number doesn't work.,Delivery Delay,35,Yes,2
8496,25,2025-07-29,Social Media,Package arrived damaged.,Delivery Delay,24,No,2
8497,134,2023-03-16,Social Media,Couldn't get through to customer support.,Customer Support,94,Yes,2
8498,129,2024-10-15,Chat,Tracking number doesn't work.,Delivery Delay,3,Yes,1
8499,87,2025-04-13,Chat,I want to return my order but the process is difficult.,Returns,65,Yes,2
8500,33,2023-06-17,Chat,Long waiting time for assistance.,Customer Support,74,Yes,3
8501,142,2025-02-09,Phone,No response to my email.,Customer Support,57,Yes,2
8502,191,2024-05-17,Chat,No response to my email.,Customer Support,68,Yes,2
8503,56,2025-06-03,Social Media,My order hasn't arrived on time.,Delivery Delay,14,Yes,2
8504,190,2023-12-21,Chat,I want to return my order but the process is difficult.,Returns,35,Yes,3
8505,28,2023-08-13,Chat,My order hasn't arrived on time.,Delivery Delay,10,Yes,3
8506,29,2024-10-25,Chat,Website is not user-friendly.,Customer Support,41,Yes,2
8507,23,2024-06-14,Chat,Refund has not been processed.,Payment,7,Yes,1
8508,172,2023-05-26,Social Media,The product quality is poor.,Product Quality,29,Yes,1
8509,38,2025-08-17,Chat,Website is not user-friendly.,Customer Support,37,Yes,2
8510,177,2023-08-29,Chat,Received the wrong item.,Delivery Delay,27,Yes,3
8511,43,2025-06-02,Email,No response to my email.,Customer Support,91,Yes,2
8512,10,2025-06-11,Email,Refund has not been processed.,Payment,10,No,3
8513,27,2023-12-10,Chat,Website is not user-friendly.,Customer Support,61,No,2
8514,136,2025-01-18,Social Media,Payment did not go through.,Payment,21,Yes,2
8515,196,2023-02-04,Social Media,Tracking number doesn't work.,Delivery Delay,31,Yes,1
8516,85,2024-12-02,Chat,I want to return my order but the process is difficult.,Returns,66,No,3
8517,158,2023-01-01,Chat,No response to my email.,Customer Support,55,Yes,1
8518,13,2023-06-02,Email,Refund has not been processed.,Payment,4,Yes,1
8519,58,2024-03-04,Social Media,Package arrived damaged.,Delivery Delay,31,Yes,2
8520,3,2025-08-02,Chat,Long waiting time for assistance.,Customer Support,58,Yes,2
8521,100,2024-05-22,Phone,Long waiting time for assistance.,Customer Support,93,Yes,2
8522,104,2023-05-06,Phone,Payment did not go through.,Payment,13,Yes,3
8523,5,2024-05-05,Chat,I want to return my order but the process is difficult.,Returns,26,Yes,2
8524,22,2024-04-26,Chat,Package arrived damaged.,Delivery Delay,49,Yes,2
8525,186,2023-12-11,Social Media,Received the wrong item.,Delivery Delay,6,Yes,1
8526,66,2025-06-30,Chat,The support agent was rude.,Customer Support,48,Yes,3
8527,89,2025-01-07,Social Media,Long waiting time for assistance.,Customer Support,66,Yes,2
8528,40,2023-08-09,Social Media,I was overcharged.,Other,40,Yes,2
8529,88,2025-07-03,Social Media,Refund has not been processed.,Payment,17,Yes,2
8530,122,2025-07-07,Chat,Payment did not go through.,Payment,8,Yes,1
8531,5,2024-12-23,Phone,I want to return my order but the process is difficult.,Returns,28,Yes,1
8532,144,2023-01-25,Social Media,I want to return my order but the process is difficult.,Returns,71,No,1
8533,117,2024-06-11,Chat,Website is not user-friendly.,Other,45,Yes,1
8534,15,2023-07-01,Social Media,My order hasn't arrived on time.,Delivery Delay,32,No,2
8535,75,2024-05-13,Chat,Website is not user-friendly.,Product Quality,29,Yes,1
8536,80,2025-04-20,Social Media,Payment did not go through.,Payment,8,Yes,1
8537,18,2024-10-02,Social Media,Couldn't get through to customer support.,Customer Support,59,Yes,2
8538,175,2023-02-11,Chat,Tracking number doesn't work.,Delivery Delay,8,Yes,1
8539,102,2025-07-03,Social Media,Package arrived damaged.,Delivery Delay,69,Yes,1
8540,132,2024-04-25,Email,Refund has not been processed.,Payment,2,No,1
8541,53,2025-07-18,Chat,Website is not user-friendly.,Delivery Delay,32,Yes,3
8542,58,2025-04-27,Social Media,I want to return my order but the process is difficult.,Returns,59,Yes,1
8543,112,2025-01-17,Chat,Package arrived damaged.,Delivery Delay,60,Yes,2
8544,85,2025-05-21,Email,I want to return my order but the process is difficult.,Returns,70,Yes,2
8545,75,2024-03-14,Email,The support agent was rude.,Customer Support,50,Yes,3
8546,58,2024-02-06,Chat,Refund has not been processed.,Payment,8,Yes,3
8547,116,2024-06-29,Chat,I was overcharged.,Customer Support,53,Yes,1
8548,59,2023-12-11,Chat,I was overcharged.,Other,8,No,3
8549,162,2025-06-11,Chat,The support agent was rude.,Customer Support,91,Yes,3
8550,30,2023-02-14,Email,Repeated issues with the same problem.,Payment,22,Yes,2
8551,182,2024-10-07,Social Media,No response to my email.,Customer Support,75,Yes,1
8552,68,2023-01-21,Social Media,Tracking number doesn't work.,Delivery Delay,58,Yes,1
8553,75,2024-09-25,Email,Received the wrong item.,Delivery Delay,28,Yes,1
8554,68,2023-03-11,Social Media,Website is not user-friendly.,Other,42,No,3
8555,154,2025-05-13,Social Media,The product quality is poor.,Product Quality,19,Yes,3
8556,131,2025-05-22,Chat,Payment did not go through.,Payment,16,Yes,3
8557,57,2023-02-17,Social Media,Payment did not go through.,Payment,3,Yes,2
8558,165,2024-05-05,Social Media,Received the wrong item.,Delivery Delay,36,Yes,1
8559,166,2024-07-04,Social Media,No response to my email.,Customer Support,72,Yes,2
8560,41,2023-10-14,Social Media,I was overcharged.,Returns,33,Yes,1
8561,4,2023-01-10,Social Media,Refund has not been processed.,Payment,22,Yes,3
8562,154,2024-06-25,Chat,Website is not user-friendly.,Customer Support,5,Yes,1
8563,39,2025-01-25,Chat,No response to my email.,Customer Support,73,Yes,2
8564,109,2023-10-01,Chat,Tracking number doesn't work.,Delivery Delay,28,Yes,1
8565,106,2025-08-13,Phone,Repeated issues with the same problem.,Product Quality,62,Yes,1
8566,108,2024-08-22,Chat,My order hasn't arrived on time.,Delivery Delay,15,Yes,1
8567,170,2025-01-25,Chat,The support agent was rude.,Customer Support,48,Yes,1
8568,11,2024-01-16,Chat,Received the wrong item.,Delivery Delay,42,Yes,1
8569,11,2023-11-25,Chat,Package arrived damaged.,Delivery Delay,17,No,1
8570,54,2024-04-23,Chat,My order hasn't arrived on time.,Delivery Delay,33,Yes,1
8571,166,2023-01-15,Social Media,The support agent was rude.,Customer Support,65,No,1
8572,20,2024-05-30,Chat,Received the wrong item.,Delivery Delay,46,Yes,1
8573,154,2023-07-10,Chat,Payment did not go through.,Payment,16,Yes,3
8574,128,2023-06-17,Chat,Long waiting time for assistance.,Customer Support,78,Yes,3
8575,76,2024-06-04,Social Media,Payment did not go through.,Payment,23,Yes,1
8576,119,2024-09-12,Social Media,I want to return my order but the process is difficult.,Returns,41,No,3
8577,14,2023-05-17,Chat,The support agent was rude.,Customer Support,85,No,3
8578,178,2023-06-03,Phone,The product quality is poor.,Product Quality,16,Yes,3
8579,123,2024-01-23,Social Media,I was overcharged.,Other,43,Yes,2
8580,25,2023-07-28,Social Media,Tracking number doesn't work.,Delivery Delay,70,No,1
8581,183,2023-09-29,Chat,Long waiting time for assistance.,Customer Support,90,Yes,3
8582,179,2023-05-23,Social Media,Couldn't get through to customer support.,Customer Support,61,No,2
8583,106,2024-09-02,Chat,Refund has not been processed.,Payment,3,Yes,2
8584,106,2025-06-07,Email,Long waiting time for assistance.,Customer Support,62,Yes,3
8585,103,2025-03-30,Social Media,Refund has not been processed.,Payment,4,Yes,1
8586,10,2023-03-10,Email,I was overcharged.,Customer Support,62,Yes,2
8587,14,2023-09-04,Social Media,No response to my email.,Customer Support,53,Yes,1
8588,133,2023-09-18,Chat,Package arrived damaged.,Delivery Delay,4,No,1
8589,185,2025-02-26,Chat,The support agent was rude.,Customer Support,60,Yes,3
8590,22,2023-03-20,Chat,Received the wrong item.,Delivery Delay,33,Yes,3
8591,75,2024-10-19,Chat,Repeated issues with the same problem.,Other,11,Yes,2
8592,29,2024-09-14,Phone,No response to my email.,Customer Support,59,No,3
8593,135,2025-02-08,Chat,Received the wrong item.,Delivery Delay,48,Yes,3
8594,146,2024-08-27,Chat,Couldn't get through to customer support.,Customer Support,60,Yes,1
8595,159,2024-06-08,Chat,I was overcharged.,Other,24,Yes,2
8596,171,2025-02-10,Phone,Tracking number doesn't work.,Delivery Delay,53,No,1
8597,35,2025-07-26,Social Media,I was overcharged.,Returns,7,Yes,1
8598,71,2024-09-12,Social Media,Website is not user-friendly.,Delivery Delay,61,Yes,1
8599,94,2023-11-26,Chat,Tracking number doesn't work.,Delivery Delay,71,Yes,3
8600,4,2023-07-08,Chat,No response to my email.,Customer Support,62,Yes,2
8601,51,2023-04-05,Social Media,Website is not user-friendly.,Payment,7,Yes,2
8602,94,2024-09-08,Social Media,I was overcharged.,Other,13,Yes,3
8603,30,2023-01-08,Email,I was overcharged.,Other,33,Yes,3
8604,94,2023-03-08,Chat,Couldn't get through to customer support.,Customer Support,86,No,2
8605,181,2024-05-10,Social Media,Website is not user-friendly.,Other,26,Yes,1
8606,110,2023-07-10,Email,Long waiting time for assistance.,Customer Support,92,Yes,1
8607,74,2024-01-01,Chat,Package arrived damaged.,Delivery Delay,7,Yes,1
8608,142,2025-02-06,Social Media,The product quality is poor.,Product Quality,4,No,3
8609,164,2024-06-04,Chat,No response to my email.,Customer Support,94,No,3
8610,87,2023-04-27,Email,I want to return my order but the process is difficult.,Returns,52,Yes,3
8611,140,2023-09-24,Social Media,Tracking number doesn't work.,Delivery Delay,60,Yes,1
8612,76,2024-09-02,Chat,Website is not user-friendly.,Other,19,Yes,3
8613,162,2024-04-29,Social Media,Payment did not go through.,Payment,14,No,2
8614,26,2024-05-23,Social Media,The product quality is poor.,Product Quality,26,Yes,2
8615,134,2023-10-25,Chat,Tracking number doesn't work.,Delivery Delay,70,Yes,2
8616,101,2025-06-27,Chat,Website is not user-friendly.,Other,43,Yes,2
8617,115,2023-06-13,Chat,Payment did not go through.,Payment,6,No,3
8618,181,2024-01-11,Social Media,Couldn't get through to customer support.,Customer Support,58,No,1
8619,143,2024-10-14,Chat,Package arrived damaged.,Delivery Delay,13,Yes,1
8620,106,2023-09-25,Chat,Couldn't get through to customer support.,Customer Support,69,No,3
8621,103,2024-07-02,Social Media,The support agent was rude.,Customer Support,71,Yes,1
8622,147,2023-03-15,Social Media,Refund has not been processed.,Payment,15,Yes,1
8623,104,2024-05-22,Chat,My order hasn't arrived on time.,Delivery Delay,6,No,1
8624,175,2023-03-14,Social Media,Payment did not go through.,Payment,16,Yes,1
8625,77,2023-11-04,Chat,The support agent was rude.,Customer Support,60,Yes,3
